Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,prediction
29,Travel_Rarely,Research & Development,9,5,Male,Laboratory Technician,Single,3983,3,0
30,Travel_Rarely,Sales,5,3,Female,Sales Executive,Divorced,6118,10,0
27,Travel_Rarely,Sales,8,4,Female,Sales Executive,Married,6214,8,0
37,Travel_Rarely,Research & Development,5,2,Male,Manufacturing Director,Divorced,6347,6,0
38,Travel_Rarely,Research & Development,15,2,Male,Research Director,Divorced,11510,11,0
31,Travel_Rarely,Research & Development,7,4,Female,Manufacturing Director,Single,7143,11,0
29,Travel_Rarely,Sales,10,1,Female,Sales Executive,Divorced,8268,7,0
35,Travel_Rarely,Research & Development,5,4,Male,Manufacturing Director,Single,8095,16,0
23,Travel_Rarely,Research & Development,26,1,Male,Research Scientist,Divorced,2904,4,0
41,Travel_Rarely,Research & Development,6,3,Male,Manufacturing Director,Single,6032,5,0
47,Travel_Frequently,Sales,4,1,Male,Sales Representative,Single,2976,0,0
42,Travel_Rarely,Research & Development,23,5,Female,Research Director,Single,15992,1,0
29,Non-Travel,Sales,2,3,Male,Sales Executive,Married,4649,4,0
42,Travel_Rarely,Human Resources,2,1,Male,Human Resources,Divorced,2696,3,0
32,Travel_Rarely,Research & Development,2,3,Female,Laboratory Technician,Married,2370,8,0
48,Travel_Rarely,Sales,29,1,Female,Manager,Married,12504,0,0
37,Travel_Rarely,Research & Development,6,3,Male,Research Scientist,Divorced,5974,7,0
30,Non-Travel,Sales,25,2,Female,Sales Executive,Married,4736,2,0
26,Travel_Rarely,Sales,1,3,Male,Sales Executive,Married,5296,8,0
42,Travel_Rarely,Research & Development,2,4,Male,Healthcare Representative,Single,6781,1,0
21,Travel_Frequently,Sales,1,1,Female,Sales Representative,Single,2174,3,1
36,Non-Travel,Sales,1,5,Female,Sales Executive,Single,6653,1,0
36,Travel_Frequently,Sales,3,4,Male,Sales Executive,Married,9699,13,0
57,Travel_Rarely,Research & Development,1,4,Male,Healthcare Representative,Married,6755,3,0
40,Travel_Rarely,Research & Development,10,4,Female,Laboratory Technician,Married,2213,7,0
21,Non-Travel,Sales,9,2,Male,Sales Representative,Single,2610,3,0
33,Travel_Rarely,Sales,5,3,Female,Sales Representative,Single,2851,1,1
37,Travel_Rarely,Research & Development,10,3,Female,Laboratory Technician,Married,3452,5,0
46,Non-Travel,Research & Development,7,4,Female,Manufacturing Director,Married,5258,1,0
41,Travel_Frequently,Sales,4,3,Male,Sales Executive,Single,9355,8,1
50,Travel_Rarely,Research & Development,10,3,Male,Healthcare Representative,Single,10496,4,0
40,Travel_Rarely,Sales,22,2,Male,Sales Executive,Married,6380,6,1
31,Travel_Rarely,Research & Development,9,4,Male,Research Scientist,Single,2657,2,0
21,Travel_Rarely,Sales,12,3,Female,Sales Representative,Single,2716,1,1
29,Travel_Rarely,Research & Development,23,3,Male,Research Scientist,Single,2201,3,0
35,Travel_Rarely,Research & Development,9,4,Male,Healthcare Representative,Single,6540,1,0
27,Travel_Rarely,Research & Development,1,2,Male,Laboratory Technician,Divorced,3816,5,0
28,Travel_Rarely,Sales,9,4,Male,Sales Executive,Single,5253,7,0
49,Travel_Rarely,Research & Development,7,3,Male,Healthcare Representative,Single,10965,5,0
51,Travel_Rarely,Sales,14,2,Female,Sales Executive,Married,4936,7,0
36,Travel_Rarely,Research & Development,2,3,Female,Research Scientist,Married,2543,2,0
34,Non-Travel,Sales,19,3,Male,Sales Executive,Single,5304,5,1
55,Travel_Rarely,Research & Development,2,3,Female,Manager,Single,16659,5,0
24,Travel_Rarely,Sales,10,4,Female,Sales Executive,Divorced,4260,5,0
30,Travel_Rarely,Sales,2,1,Male,Sales Representative,Married,2476,1,0
26,Travel_Frequently,Research & Development,3,1,Male,Research Scientist,Single,3102,6,1
22,Travel_Rarely,Research & Development,11,3,Female,Research Scientist,Married,2244,2,0
36,Travel_Rarely,Sales,2,2,Male,Sales Executive,Married,7596,10,0
30,Travel_Frequently,Research & Development,4,3,Male,Research Scientist,Single,2285,1,1
37,Travel_Rarely,Research & Development,14,3,Female,Laboratory Technician,Divorced,3034,18,0
40,Travel_Rarely,Sales,2,2,Female,Sales Executive,Divorced,5715,5,0
42,Travel_Rarely,Research & Development,1,4,Female,Laboratory Technician,Divorced,2576,5,0
37,Travel_Rarely,Research & Development,10,4,Male,Manufacturing Director,Single,4197,1,0
43,Travel_Rarely,Research & Development,12,3,Male,Research Director,Divorced,14336,25,0
40,Travel_Rarely,Research & Development,2,3,Female,Laboratory Technician,Married,3448,1,0
54,Travel_Rarely,Research & Development,5,2,Male,Research Director,Married,19406,4,0
34,Non-Travel,Sales,4,4,Female,Sales Executive,Married,6538,3,0
31,Travel_Rarely,Research & Development,7,2,Female,Manufacturing Director,Married,4306,13,0
43,Travel_Frequently,Research & Development,21,3,Male,Laboratory Technician,Married,2258,3,0
43,Travel_Rarely,Research & Development,8,4,Female,Healthcare Representative,Divorced,4522,5,0
25,Travel_Rarely,Sales,4,2,Female,Sales Executive,Single,4487,5,0
37,Non-Travel,Research & Development,25,5,Female,Research Scientist,Married,4449,13,0
31,Travel_Rarely,Research & Development,1,2,Male,Laboratory Technician,Married,2218,4,0
39,Travel_Frequently,Research & Development,1,1,Male,Manager,Divorced,19197,21,0
56,Travel_Frequently,Sales,6,3,Female,Sales Executive,Married,13212,7,0
30,Travel_Rarely,Sales,12,3,Female,Sales Executive,Single,6577,5,0
41,Travel_Rarely,Sales,1,3,Male,Sales Executive,Married,8392,10,0
28,Travel_Rarely,Research & Development,17,2,Male,Laboratory Technician,Divorced,4558,10,0
25,Travel_Rarely,Research & Development,3,3,Male,Laboratory Technician,Married,4031,2,1
52,Travel_Rarely,Research & Development,3,3,Male,Manufacturing Director,Married,7969,5,0
45,Travel_Rarely,Research & Development,10,2,Male,Research Scientist,Married,2654,2,0
52,Travel_Rarely,Research & Development,4,2,Female,Manager,Married,16555,5,0
42,Travel_Frequently,Research & Development,29,2,Female,Research Scientist,Divorced,4556,5,0
30,Travel_Rarely,Research & Development,2,3,Female,Manufacturing Director,Single,6091,5,0
60,Travel_Rarely,Research & Development,7,3,Female,Manager,Married,19566,29,0
46,Travel_Rarely,Research & Development,18,3,Female,Manufacturing Director,Divorced,4810,10,0
42,Travel_Frequently,Research & Development,28,4,Female,Healthcare Representative,Married,4523,6,0
24,Travel_Rarely,Sales,1,1,Female,Sales Representative,Single,3202,5,1
34,Travel_Frequently,Sales,6,2,Female,Sales Representative,Divorced,2351,2,1
38,Travel_Frequently,Research & Development,2,2,Male,Laboratory Technician,Married,1702,1,0
40,Travel_Rarely,Sales,2,4,Female,Manager,Married,18041,20,0
26,Travel_Rarely,Research & Development,23,3,Female,Research Scientist,Divorced,2886,3,0
30,Non-Travel,Research & Development,3,3,Male,Laboratory Technician,Married,2097,5,0
29,Travel_Rarely,Research & Development,3,4,Male,Research Director,Married,11935,10,0
29,Travel_Rarely,Research & Development,25,5,Female,Research Scientist,Married,2546,2,1
19,Travel_Rarely,Human Resources,2,2,Male,Human Resources,Single,2564,1,1
30,Non-Travel,Sales,22,4,Female,Sales Executive,Married,8412,9,0
57,Travel_Rarely,Sales,29,3,Male,Manager,Divorced,14118,1,0
50,Travel_Rarely,Research & Development,29,4,Male,Manager,Married,17046,27,0
30,Non-Travel,Research & Development,2,3,Female,Laboratory Technician,Single,2564,11,0
60,Travel_Frequently,Sales,28,3,Female,Sales Executive,Married,10266,18,0
47,Travel_Rarely,Research & Development,2,2,Female,Manufacturing Director,Divorced,5070,5,0
46,Travel_Rarely,Research & Development,2,3,Male,Research Director,Married,17861,3,0
35,Travel_Rarely,Research & Development,22,3,Male,Laboratory Technician,Single,4230,5,0
54,Travel_Rarely,Research & Development,8,4,Female,Laboratory Technician,Single,3780,1,0
34,Travel_Rarely,Research & Development,2,4,Male,Research Scientist,Divorced,2768,7,0
46,Travel_Rarely,Sales,10,3,Female,Sales Executive,Married,9071,3,0
31,Travel_Rarely,Research & Development,9,1,Male,Manufacturing Director,Divorced,10648,13,0
33,Travel_Rarely,Research & Development,15,1,Male,Manager,Married,13610,7,1
33,Travel_Rarely,Research & Development,10,1,Male,Laboratory Technician,Divorced,3408,4,1
30,Travel_Rarely,Sales,7,1,Male,Sales Representative,Single,2983,3,0
35,Travel_Rarely,Research & Development,16,3,Male,Healthcare Representative,Married,7632,8,0
31,Travel_Frequently,Research & Development,20,3,Male,Healthcare Representative,Married,9824,1,1
34,Travel_Frequently,Human Resources,23,3,Female,Human Resources,Divorced,9950,3,1
42,Travel_Frequently,Research & Development,5,2,Male,Laboratory Technician,Married,2093,2,0
36,Non-Travel,Sales,10,4,Male,Sales Executive,Single,9980,10,0
22,Travel_Frequently,Research & Development,4,1,Male,Laboratory Technician,Single,3894,2,1
48,Travel_Rarely,Sales,2,5,Female,Sales Executive,Married,4051,9,0
55,Travel_Rarely,Sales,18,5,Female,Manager,Single,16835,10,0
41,Non-Travel,Sales,10,2,Male,Sales Executive,Single,6230,14,0
35,Travel_Rarely,Sales,1,3,Male,Sales Executive,Married,4717,11,0
40,Travel_Rarely,Research & Development,6,3,Female,Manufacturing Director,Single,13237,20,0
39,Travel_Frequently,Research & Development,8,1,Female,Laboratory Technician,Married,3755,8,0
31,Travel_Rarely,Sales,2,1,Male,Sales Executive,Single,6582,6,0
42,Travel_Rarely,Research & Development,24,3,Male,Manufacturing Director,Married,7406,10,0
45,Travel_Rarely,Sales,2,3,Male,Sales Executive,Married,4805,8,0
26,Travel_Frequently,Human Resources,17,4,Female,Human Resources,Divorced,2741,7,1
29,Travel_Rarely,Research & Development,19,3,Male,Manufacturing Director,Divorced,4262,3,0
33,Travel_Rarely,Research & Development,1,5,Female,Research Director,Divorced,16184,6,0
31,Travel_Rarely,Sales,7,3,Male,Manager,Divorced,11557,5,0
18,Travel_Frequently,Sales,5,3,Male,Sales Representative,Single,1878,0,1
40,Non-Travel,Sales,28,3,Male,Sales Executive,Divorced,10932,1,0
41,Non-Travel,Research & Development,2,4,Female,Healthcare Representative,Single,6811,8,0
26,Travel_Rarely,Sales,29,2,Male,Sales Executive,Divorced,4306,0,0
35,Travel_Rarely,Sales,1,3,Female,Sales Executive,Single,4859,5,0
34,Travel_Rarely,Sales,21,4,Male,Sales Executive,Single,5337,10,0
26,Travel_Rarely,Research & Development,24,3,Male,Laboratory Technician,Single,2340,1,1
37,Travel_Rarely,Research & Development,1,3,Female,Manufacturing Director,Single,7491,6,0
46,Travel_Frequently,Research & Development,18,1,Female,Healthcare Representative,Married,10527,2,0
41,Travel_Rarely,Sales,2,5,Female,Manager,Married,16595,18,0
37,Non-Travel,Sales,9,4,Male,Sales Executive,Divorced,8834,9,0
52,Travel_Rarely,Research & Development,6,2,Male,Research Scientist,Divorced,5577,10,0
32,Non-Travel,Sales,11,4,Male,Sales Executive,Married,4707,4,1
24,Travel_Frequently,Sales,24,3,Male,Sales Representative,Married,2400,2,0
38,Travel_Rarely,Research & Development,10,3,Female,Healthcare Representative,Married,9824,1,0
37,Travel_Rarely,Research & Development,1,4,Female,Manufacturing Director,Married,6447,6,0
49,Travel_Rarely,Research & Development,18,4,Male,Research Director,Divorced,19502,31,0
24,Travel_Rarely,Research & Development,23,3,Male,Research Scientist,Married,2725,6,0
26,Travel_Rarely,Sales,28,2,Male,Sales Executive,Married,6272,5,0
24,Travel_Rarely,Research & Development,17,2,Male,Laboratory Technician,Married,2127,1,0
50,Travel_Frequently,Human Resources,3,3,Male,Manager,Married,18200,32,0
25,Travel_Rarely,Sales,13,1,Male,Sales Representative,Married,2096,7,0
24,Travel_Frequently,Research & Development,7,3,Female,Laboratory Technician,Married,2886,6,1
30,Travel_Frequently,Sales,12,4,Male,Sales Representative,Married,2033,1,1
34,Travel_Rarely,Research & Development,1,2,Male,Research Scientist,Married,3622,6,0
31,Travel_Rarely,Sales,13,4,Male,Sales Executive,Divorced,4233,3,1
35,Travel_Rarely,Research & Development,25,2,Male,Laboratory Technician,Single,3681,3,0
31,Travel_Rarely,Sales,6,4,Male,Sales Executive,Divorced,5460,7,0
27,Travel_Rarely,Research & Development,6,4,Female,Research Scientist,Divorced,2187,5,0
37,Travel_Rarely,Sales,2,3,Male,Sales Executive,Married,9602,3,0
20,Travel_Rarely,Research & Development,1,3,Female,Research Scientist,Single,2836,1,0
42,Travel_Rarely,Research & Development,2,4,Female,Healthcare Representative,Married,4089,10,0
43,Travel_Rarely,Research & Development,6,4,Male,Research Director,Divorced,16627,1,0
38,Travel_Rarely,Research & Development,1,1,Female,Research Scientist,Single,2619,0,0
43,Travel_Frequently,Research & Development,9,5,Male,Laboratory Technician,Divorced,5679,8,0
48,Travel_Rarely,Research & Development,1,4,Female,Manager,Married,15402,3,0
44,Travel_Rarely,Human Resources,1,4,Female,Human Resources,Single,5985,2,0
34,Travel_Rarely,Sales,14,3,Female,Sales Representative,Divorced,2579,8,0
27,Travel_Rarely,Sales,2,1,Male,Sales Representative,Divorced,3041,4,1
21,Travel_Rarely,Sales,22,1,Male,Sales Representative,Single,3447,3,0
44,Travel_Rarely,Research & Development,3,4,Male,Manager,Married,19513,2,0
22,Travel_Rarely,Research & Development,6,1,Male,Research Scientist,Married,2773,2,0
33,Travel_Rarely,Sales,8,4,Male,Sales Executive,Divorced,7104,5,0
32,Travel_Rarely,Research & Development,9,4,Female,Research Scientist,Married,6322,6,0
30,Travel_Frequently,Research & Development,3,3,Female,Research Scientist,Divorced,2083,1,0
53,Travel_Rarely,Sales,1,1,Female,Sales Executive,Single,8381,14,0
34,Travel_Rarely,Research & Development,1,5,Male,Research Scientist,Married,2691,10,0
45,Travel_Frequently,Sales,26,4,Female,Sales Executive,Married,4286,1,1
26,Travel_Rarely,Research & Development,6,3,Female,Laboratory Technician,Married,2659,3,0
37,Travel_Rarely,Research & Development,3,3,Male,Manufacturing Director,Married,9434,10,0
29,Travel_Rarely,Sales,3,2,Female,Sales Executive,Married,5561,6,0
35,Travel_Rarely,Research & Development,6,4,Male,Research Scientist,Single,6646,17,0
33,Travel_Frequently,Research & Development,6,3,Male,Healthcare Representative,Divorced,7725,13,0
54,Travel_Rarely,Human Resources,19,4,Male,Human Resources,Married,10725,9,0
36,Travel_Rarely,Research & Development,9,2,Male,Manufacturing Director,Divorced,8847,3,0
27,Travel_Rarely,Research & Development,3,4,Male,Research Scientist,Single,2045,4,0
20,Travel_Rarely,Research & Development,10,1,Male,Research Scientist,Single,1009,1,1
33,Travel_Frequently,Research & Development,3,3,Male,Research Scientist,Single,3348,10,1
35,Non-Travel,Research & Development,3,3,Male,Laboratory Technician,Married,1281,1,0
23,Travel_Rarely,Research & Development,4,3,Male,Research Scientist,Married,2819,3,0
25,Travel_Rarely,Sales,8,3,Male,Sales Executive,Married,4851,3,0
38,Travel_Rarely,Sales,7,4,Female,Sales Executive,Single,4028,7,0
29,Travel_Frequently,Research & Development,1,4,Male,Research Scientist,Divorced,2720,10,0
48,Travel_Rarely,Sales,2,1,Male,Sales Executive,Married,8120,2,0
27,Travel_Frequently,Sales,3,1,Female,Sales Executive,Divorced,4647,6,0
37,Travel_Rarely,Research & Development,10,2,Male,Research Scientist,Single,4680,1,0
50,Travel_Rarely,Research & Development,28,1,Male,Laboratory Technician,Married,3221,20,0
34,Travel_Rarely,Research & Development,9,3,Female,Healthcare Representative,Single,8621,8,0
24,Travel_Rarely,Sales,3,2,Female,Sales Executive,Single,4577,2,1
39,Travel_Rarely,Research & Development,2,4,Female,Healthcare Representative,Single,4553,20,0
32,Travel_Rarely,Sales,10,3,Male,Sales Executive,Single,5396,10,0
50,Travel_Frequently,Sales,8,2,Male,Sales Executive,Married,6796,4,1
38,Travel_Rarely,Research & Development,1,4,Female,Healthcare Representative,Single,7625,9,0
27,Travel_Rarely,Research & Development,1,2,Female,Manufacturing Director,Married,7412,9,0
32,Travel_Rarely,Research & Development,3,2,Female,Research Director,Single,11159,7,0
47,Travel_Rarely,Sales,14,4,Male,Sales Executive,Single,4960,7,0
40,Travel_Frequently,Sales,5,4,Male,Sales Executive,Married,10475,18,0
53,Travel_Rarely,Research & Development,7,3,Male,Research Director,Married,14814,5,0
41,Travel_Rarely,Human Resources,10,4,Male,Manager,Divorced,19141,21,0
60,Travel_Rarely,Sales,16,4,Male,Sales Executive,Single,5405,2,0
27,Travel_Frequently,Research & Development,10,2,Male,Manufacturing Director,Divorced,8793,9,0
41,Travel_Rarely,Human Resources,1,3,Male,Manager,Married,19189,22,0
50,Travel_Rarely,Sales,8,4,Male,Sales Representative,Married,3875,2,0
28,Travel_Rarely,Research & Development,1,2,Female,Research Scientist,Single,2216,7,1
36,Non-Travel,Research & Development,8,3,Female,Research Director,Married,11713,8,0
38,Travel_Rarely,Research & Development,1,3,Female,Manufacturing Director,Single,7861,1,0
44,Non-Travel,Research & Development,24,3,Male,Laboratory Technician,Single,3708,5,0
47,Travel_Frequently,Sales,3,3,Female,Sales Executive,Divorced,13770,22,0
30,Travel_Rarely,Sales,27,5,Male,Sales Executive,Divorced,5304,8,0
29,Travel_Rarely,Sales,10,3,Male,Sales Representative,Single,2642,1,0
42,Travel_Frequently,Research & Development,19,3,Male,Research Scientist,Divorced,2759,2,1
43,Travel_Frequently,Sales,15,3,Male,Sales Executive,Married,6804,2,0
34,Travel_Rarely,Research & Development,8,2,Female,Healthcare Representative,Single,6142,5,0
23,Travel_Rarely,Research & Development,9,1,Male,Laboratory Technician,Married,2500,4,0
39,Travel_Rarely,Human Resources,3,3,Female,Human Resources,Married,6389,8,0
56,Travel_Rarely,Research & Development,9,3,Male,Healthcare Representative,Married,11103,10,0
40,Travel_Rarely,Research & Development,2,1,Female,Research Scientist,Single,2342,4,0
27,Travel_Rarely,Research & Development,7,3,Female,Healthcare Representative,Single,6811,7,0
29,Travel_Rarely,Sales,10,3,Male,Sales Representative,Divorced,2297,2,0
53,Travel_Rarely,Research & Development,6,3,Male,Laboratory Technician,Single,2450,2,0
35,Non-Travel,Research & Development,2,4,Female,Healthcare Representative,Divorced,5093,1,0
32,Travel_Frequently,Research & Development,24,4,Male,Laboratory Technician,Married,5309,10,0
38,Travel_Rarely,Research & Development,2,5,Male,Research Scientist,Married,3057,1,0
34,Travel_Rarely,Research & Development,8,5,Female,Manufacturing Director,Divorced,5121,0,0
52,Travel_Rarely,Sales,3,4,Male,Manager,Married,16856,34,0
33,Travel_Rarely,Research & Development,1,4,Male,Research Scientist,Single,2686,10,1
25,Travel_Rarely,Sales,26,1,Female,Sales Executive,Single,6180,6,0
45,Travel_Rarely,Sales,2,2,Male,Sales Representative,Single,6632,8,0
23,Travel_Rarely,Research & Development,10,1,Male,Research Scientist,Single,3505,2,0
47,Travel_Frequently,Sales,27,2,Female,Sales Executive,Single,6397,5,1
34,Travel_Rarely,Sales,2,3,Male,Sales Executive,Single,6274,6,0
55,Travel_Rarely,Research & Development,2,3,Male,Manager,Married,19859,5,1
36,Non-Travel,Sales,8,4,Male,Sales Executive,Single,7587,10,0
52,Non-Travel,Research & Development,19,4,Male,Research Scientist,Married,4258,4,0
26,Travel_Frequently,Research & Development,1,2,Female,Laboratory Technician,Divorced,4364,2,0
29,Travel_Rarely,Research & Development,27,3,Female,Healthcare Representative,Married,4335,8,0
26,Travel_Rarely,Sales,8,3,Male,Sales Executive,Single,5326,4,1
34,Travel_Rarely,Research & Development,1,4,Female,Research Scientist,Single,3280,4,0
54,Travel_Rarely,Research & Development,19,4,Female,Manufacturing Director,Divorced,5485,5,0
27,Travel_Frequently,Sales,8,1,Male,Sales Executive,Married,4342,4,0
37,Travel_Rarely,Research & Development,10,1,Female,Research Scientist,Divorced,2782,5,0
38,Travel_Frequently,Research & Development,2,4,Female,Manufacturing Director,Single,5980,15,0
34,Travel_Rarely,Research & Development,2,4,Female,Research Scientist,Single,4381,6,0
35,Travel_Rarely,Sales,8,4,Female,Sales Representative,Married,2572,3,0
30,Travel_Rarely,Research & Development,1,3,Male,Laboratory Technician,Married,3833,2,0
40,Travel_Frequently,Research & Development,2,2,Female,Healthcare Representative,Married,4244,8,0
34,Travel_Rarely,Sales,8,2,Female,Sales Executive,Married,6500,3,0
42,Travel_Frequently,Research & Development,8,3,Male,Manager,Divorced,18430,24,0
23,Travel_Rarely,Research & Development,6,3,Male,Laboratory Technician,Married,1601,0,1
24,Non-Travel,Research & Development,9,3,Male,Laboratory Technician,Divorced,2694,1,0
52,Travel_Rarely,Research & Development,11,4,Female,Laboratory Technician,Married,3149,5,0
50,Travel_Rarely,Research & Development,2,3,Male,Research Director,Married,17639,4,0
29,Travel_Rarely,Research & Development,1,2,Female,Laboratory Technician,Married,2319,1,1
33,Travel_Rarely,Research & Development,7,3,Male,Research Director,Married,11691,13,0
33,Travel_Rarely,Sales,16,3,Female,Sales Executive,Single,5324,3,1
47,Travel_Rarely,Research & Development,2,2,Female,Manager,Married,16752,26,0
36,Travel_Rarely,Research & Development,1,3,Female,Manufacturing Director,Married,5228,9,0
29,Travel_Rarely,Research & Development,23,2,Male,Research Scientist,Married,2700,10,0
58,Travel_Rarely,Research & Development,2,4,Male,Research Director,Single,19246,31,1
35,Travel_Rarely,Research & Development,1,4,Female,Research Scientist,Single,2506,2,0
42,Travel_Rarely,Research & Development,1,2,Female,Manufacturing Director,Married,6062,4,0
28,Travel_Rarely,Research & Development,2,4,Male,Research Scientist,Single,4382,2,1
36,Travel_Rarely,Human Resources,13,3,Male,Human Resources,Married,2143,5,0
32,Travel_Rarely,Research & Development,4,3,Female,Manufacturing Director,Married,6162,14,0
40,Travel_Frequently,Research & Development,16,4,Male,Laboratory Technician,Single,5094,1,0
30,Travel_Rarely,Research & Development,2,3,Female,Manufacturing Director,Single,6877,0,0
45,Travel_Rarely,Research & Development,2,3,Female,Research Scientist,Single,2274,1,0
42,Travel_Rarely,Research & Development,29,3,Male,Manufacturing Director,Married,4434,9,0
38,Travel_Frequently,Research & Development,12,3,Male,Healthcare Representative,Divorced,6288,4,0
34,Travel_Frequently,Research & Development,16,4,Female,Research Scientist,Single,2553,5,0
49,Travel_Rarely,Sales,11,3,Female,Sales Executive,Married,7654,9,1
55,Travel_Rarely,Sales,2,1,Male,Sales Executive,Single,5160,9,1
43,Travel_Rarely,Research & Development,14,2,Male,Research Director,Married,17159,4,0
27,Travel_Rarely,Research & Development,5,1,Male,Research Director,Divorced,12808,9,0
35,Travel_Rarely,Research & Development,7,3,Male,Manufacturing Director,Single,10221,8,0
28,Travel_Rarely,Sales,2,4,Female,Sales Executive,Married,4779,8,0
34,Travel_Rarely,Human Resources,3,2,Male,Human Resources,Married,3737,3,0
26,Travel_Frequently,Research & Development,5,2,Female,Research Scientist,Married,2366,8,1
27,Non-Travel,Research & Development,3,3,Male,Research Scientist,Married,1706,0,0
51,Travel_Rarely,Sales,26,4,Female,Manager,Married,16307,20,0
44,Travel_Rarely,Research & Development,4,3,Male,Healthcare Representative,Single,5933,5,0
25,Travel_Rarely,Research & Development,2,1,Male,Research Scientist,Single,3424,4,0
33,Travel_Rarely,Sales,1,3,Male,Sales Executive,Divorced,4037,9,0
35,Travel_Rarely,Research & Development,27,1,Female,Research Scientist,Single,2559,6,0
36,Travel_Rarely,Sales,1,2,Male,Sales Executive,Married,6201,18,0
32,Travel_Rarely,Sales,13,4,Male,Sales Executive,Divorced,4403,5,0
30,Travel_Frequently,Research & Development,5,4,Male,Research Scientist,Divorced,3761,5,0
53,Travel_Rarely,Sales,7,2,Female,Sales Executive,Married,10934,5,0
45,Travel_Rarely,Sales,9,3,Male,Sales Executive,Divorced,10761,5,0
32,Travel_Rarely,Research & Development,8,2,Female,Research Scientist,Married,5175,5,0
52,Travel_Frequently,Research & Development,25,4,Female,Manufacturing Director,Married,13826,9,0
37,Travel_Rarely,Sales,16,4,Male,Sales Executive,Divorced,6334,1,0
28,Travel_Rarely,Human Resources,8,2,Male,Human Resources,Divorced,4936,5,0
22,Travel_Rarely,Research & Development,1,2,Male,Manufacturing Director,Married,4775,2,0
44,Travel_Rarely,Research & Development,8,4,Male,Laboratory Technician,Married,2818,3,0
42,Travel_Frequently,Research & Development,2,1,Male,Research Scientist,Single,2515,2,0
36,Travel_Rarely,Human Resources,8,3,Male,Human Resources,Married,2342,5,0
25,Travel_Rarely,Sales,3,1,Male,Sales Executive,Married,4194,5,0
35,Travel_Rarely,Research & Development,9,3,Female,Manufacturing Director,Married,10685,17,0
35,Travel_Frequently,Research & Development,25,4,Female,Research Scientist,Divorced,2022,10,1
32,Non-Travel,Research & Development,1,3,Male,Laboratory Technician,Divorced,2314,3,0
25,Travel_Rarely,Sales,4,1,Male,Sales Executive,Married,4256,5,0
49,Travel_Rarely,Research & Development,1,3,Female,Research Scientist,Married,3580,4,0
24,Non-Travel,Research & Development,4,1,Male,Laboratory Technician,Married,3162,5,0
32,Travel_Frequently,Sales,5,2,Male,Sales Executive,Married,6524,10,0
38,Travel_Rarely,Sales,9,3,Male,Sales Representative,Married,2899,2,0
42,Travel_Rarely,Research & Development,3,3,Female,Laboratory Technician,Married,5231,5,0
31,Travel_Rarely,Research & Development,11,4,Male,Research Scientist,Married,2356,6,0
29,Travel_Rarely,Sales,1,3,Female,Sales Representative,Divorced,2800,3,1
53,Travel_Rarely,Sales,8,3,Male,Sales Executive,Married,11836,2,0
35,Travel_Rarely,Research & Development,25,3,Male,Manufacturing Director,Married,10903,13,0
37,Travel_Frequently,Sales,21,2,Female,Sales Representative,Married,2973,5,0
53,Travel_Rarely,Research & Development,23,4,Female,Research Director,Single,14275,12,0
43,Travel_Frequently,Research & Development,1,3,Female,Healthcare Representative,Married,5562,5,0
47,Travel_Rarely,Sales,2,2,Female,Sales Executive,Married,4537,7,0
37,Non-Travel,Sales,19,2,Male,Sales Executive,Single,7642,10,0
50,Non-Travel,Research & Development,2,4,Male,Manager,Divorced,17924,31,0
39,Travel_Rarely,Human Resources,2,3,Female,Human Resources,Married,5204,5,0
33,Travel_Rarely,Human Resources,3,2,Male,Human Resources,Divorced,2277,4,0
32,Travel_Rarely,Research & Development,25,4,Male,Laboratory Technician,Single,2795,1,1
29,Travel_Rarely,Research & Development,7,1,Female,Laboratory Technician,Divorced,2532,4,0
44,Travel_Rarely,Research & Development,9,2,Male,Research Scientist,Married,2559,8,0
28,Travel_Rarely,Sales,5,4,Male,Sales Executive,Single,4908,4,0
58,Travel_Frequently,Research & Development,2,1,Male,Laboratory Technician,Divorced,2380,1,1
43,Travel_Rarely,Research & Development,8,3,Female,Manufacturing Director,Divorced,4765,1,0
20,Travel_Rarely,Sales,2,3,Female,Sales Representative,Single,2044,2,1
21,Travel_Rarely,Research & Development,18,1,Female,Research Scientist,Single,2693,1,1
36,Travel_Rarely,Research & Development,14,1,Male,Healthcare Representative,Married,6586,16,0
47,Travel_Rarely,Sales,2,4,Female,Sales Representative,Single,3294,3,0
22,Travel_Rarely,Research & Development,3,1,Female,Manufacturing Director,Married,4171,3,1
41,Travel_Rarely,Research & Development,2,4,Female,Laboratory Technician,Divorced,2778,7,1
28,Travel_Rarely,Research & Development,9,3,Female,Research Scientist,Divorced,2377,2,0
39,Travel_Rarely,Research & Development,6,3,Male,Laboratory Technician,Married,2404,2,1
27,Travel_Rarely,Research & Development,4,3,Female,Research Scientist,Single,2318,1,0
34,Travel_Rarely,Research & Development,10,3,Male,Laboratory Technician,Divorced,2008,1,0
42,Travel_Rarely,Sales,14,2,Female,Sales Executive,Single,6244,5,0
33,Travel_Rarely,Research & Development,1,4,Male,Research Scientist,Single,2799,3,0
58,Travel_Rarely,Research & Development,5,3,Female,Healthcare Representative,Divorced,10552,6,0
31,Travel_Rarely,Sales,7,4,Male,Sales Representative,Married,2329,7,0
35,Travel_Rarely,Research & Development,21,1,Female,Healthcare Representative,Married,4014,10,0
